id,EDA_mean,BVP_mean,HR_mean,EDA_std,BVP_std,HR_std,head_ty_max,head_ty_min,head_rx_max,head_ry_max,chest_ty_min,chest_ty_max,hand_L_ty_min,hand_L_ty_max,hand_L_y_vel_max,hand_R_ty_min,hand_R_ty_max,hand_R_y_vel_max,player,winner
1,-0.0613536704674378,-15.753989996172841,7.782547425474196,0.35736773493920287,78.285696978853323,0.0449691252107733,-9.596611869393675276e-01,6.057721979102913545e-01,3.318758501952260520e+00,2.641432153557539131e+00,-8.859961041233958001e-01,7.385168153562986504e-01,-5.233111981776789046e-01,1.263442611859767917e+00,1.209487084910464638e+00,-1.698958337508667205e+00,1.681833082741476471e+00,-1.273195639026131198e+00,michal,1
2,-0.2699354204674378,-3.5457608295061456,7.519214092140866,0.16185151940916573,75.746436287412592,0.014142135623731487,-9.042723080260688384e-01,5.539453047792004536e-01,1.516933340818102272e+00,8.892274632588926808e-01,-8.227211286495517140e-01,2.715498567367340410e-01,-7.886054017270316407e-01,8.203097793779923208e-01,8.988976246077469145e-01,-8.686161383790673707e-01,2.015685307412716121e+00,1.193700918350962592e+00,michal,0
3,-0.12878758713410446,-40.435031662839506,5.505880758807531,0.10603551342160478,213.91092799179771,0.071336448530103652,-1.757783467872233052e+00,3.204834490326309737e+00,1.679421376990507753e+00,4.441658937343496150e-01,-2.042193277869783774e+00,2.424028632055390542e+00,-1.033891318832658834e+00,1.911176308943512092e+00,1.345257600064317050e+00,-1.820696629557113866e+00,5.053074895644812159e+00,2.450383161294812151e+00,michal,0
4,0.04724682953256221,13.268405837160506,1.9992140921408652,0.036628545258350839,122.11789404366471,0.33891985286593956,-7.863112122053598219e-01,9.584087903486461224e-01,1.662724732091717117e+00,3.071666588229193806e+00,-8.497643102802562298e-01,1.082541828557442631e+00,-1.052117747718088470e-01,8.602571992016979641e-01,4.893270790638334922e-01,-4.166739300961639914e-01,5.456693018493131930e+00,2.004060628112778186e+00,michal,0
5,0.03700491286589556,5.624030837160514,-2.2341192411924644,0.055621704889668187,74.828668372310787,0.31846855766656545,-1.361393816742453522e+00,3.036564371495487635e-01,1.643239700830040340e+00,3.930430481989384828e-01,-1.294847197979204667e+00,3.971050771880444419e-01,-9.077330795394440432e-01,3.865587125443690764e-01,-8.988284715440012507e-01,-4.436586114461247288e-01,5.377491591307641539e-01,5.988986323329734685e-01,michal,0
6,0.11887549619922887,1.6957495871605017,-7.767452574525801,0.1633648292128482,61.627376652403299,0.24904261125803775,-8.921615563665643567e-01,3.226536946546484375e-01,3.575343077499207656e+00,7.940079312992253113e-01,-7.210731597894793898e-01,4.966961456996403790e-01,-7.093559906745793286e-01,6.180140169008770945e-01,-6.544184932458183557e-01,-3.985731998168261514e-01,1.230620536145929700e+00,1.046974913781110184e+00,michal,1
7,0.14721324619922882,27.607312087160505,-12.3974525745258,0.029683413354748982,196.89543086266283,0.049216076867446099,-3.066694509973384442e+00,-3.084114530927768438e-01,2.239728375877798605e+00,8.305517348444032555e-01,-3.266976276350413322e+00,-2.109450135298835405e-01,-4.857149825213235572e-01,4.305861631290648361e-01,-4.240696379092399049e-01,-6.641444518501673500e-01,2.052590827494280123e+00,8.881518864998190210e-01,michal,0
8,0.15638824619922886,5.547520420493849,-11.587452574525804,0.082473535124237815,107.27349812692748,0.071336448530110064,-5.496766234075013413e-01,5.323359243671592633e-01,9.178759832733124346e-01,3.142309373302279329e+00,-4.150333636793510084e-01,5.178383837076915297e-01,-1.181901926269481429e+00,1.905206094440142328e+00,1.813008923239524561e+00,-3.065462196342516599e-01,7.482757575565006647e-01,6.604334346333817773e-01,michal,0
9,0.24845199619922886,12.576999587160506,-8.717452574525803,0.08866205901385546,63.648135445080463,0.24087802353519117,-4.705411726128292949e-01,8.647285642766369129e-01,1.543264288299071474e+00,3.022830955310093159e+00,-6.082133980463558798e-01,7.071406551226649961e-01,-4.152941126070588407e-01,1.215796150939052689e+00,6.013089402892011215e-01,-1.219967442464631402e+00,3.895588238934760028e+00,2.199213126775088512e+00,michal,0
10,0.20383216286589556,27.830801670493855,-4.76411924119247,0.15655769633169586,90.002767302592233,0.28170118131728711,-2.741307108768899159e+00,4.681608138577486034e-01,2.023256367024617752e+00,1.056086096861998724e+00,-3.329020483582964207e+00,4.604474920175795627e-01,-2.071433907328165402e-01,1.522443886608271457e+00,6.553405340957596525e-01,-1.019604903332950396e+00,7.548991506447124245e+00,3.287804358899994561e+00,michal,0
11,0.17980241286589557,-7.43622957950616,-1.8674525745257995,0.20073590072551378,119.24940939973156,0.2490426112580435,-1.053460145870779296e+00,6.343868170273458951e-01,2.060795046190963209e+00,1.552958176748759911e+00,-9.733637894166297100e-01,5.930501251382362948e-01,-1.149399986309051380e+00,1.777618691829518704e+00,2.065993881442161229e+00,-8.256941096473698893e-01,1.117419434546067653e-01,8.725217650917060919e-01,michal,1
12,0.17996049619922894,22.01877042049384,3.375880758807535,0.094716810564843198,130.48343038165402,0.27353650985238259,-1.479889210430489044e+00,3.485968244350497458e-01,1.101415556186434497e+00,9.427846387469709377e-01,-1.431496192441117365e+00,4.329659545748985594e-01,-2.661754439403975603e+00,5.820774747744158484e-01,1.784748371188824567e+00,-2.471631661172625005e+00,2.503136586411929820e-01,1.062182599475490097e+00,michal,0
13,-0.27014708713410446,10.229343337160513,5.4792140921408645,0.49142785487427687,123.71579288054564,0.064807406984081051,-6.780420886500935218e+00,7.058383413390333094e-02,1.273151838770797628e+00,8.033584842716483543e-01,-5.210157011292738005e+00,1.545762942966696918e-01,-1.706796731119799571e+00,4.857472569768013781e-01,-1.337650763052301350e+00,-1.126557945400749938e+00,2.998027556992711062e+00,1.157205032900896935e+00,michal,1
