winner,head_ty_max,head_ty_min,head_rx_max,head_ry_max,chest_ty_min,chest_ty_max,hand_L_ty_min,hand_L_ty_max,hand_L_y_vel_max,hand_R_ty_min,hand_R_ty_max,hand_R_y_vel_max
1.000000000000000000e+00,-1.053460145870779296e+00,6.343868170273458951e-01,2.060795046190963209e+00,1.552958176748759911e+00,-9.733637894166297100e-01,5.930501251382362948e-01,-1.149399986309051380e+00,1.777618691829518704e+00,2.065993881442161229e+00,-8.256941096473698893e-01,1.117419434546067653e-01,8.725217650917060919e-01
0.000000000000000000e+00,-1.479889210430489044e+00,3.485968244350497458e-01,1.101415556186434497e+00,9.427846387469709377e-01,-1.431496192441117365e+00,4.329659545748985594e-01,-2.661754439403975603e+00,5.820774747744158484e-01,1.784748371188824567e+00,-2.471631661172625005e+00,2.503136586411929820e-01,1.062182599475490097e+00
1.000000000000000000e+00,-6.780420886500935218e+00,7.058383413390333094e-02,1.273151838770797628e+00,8.033584842716483543e-01,-5.210157011292738005e+00,1.545762942966696918e-01,-1.706796731119799571e+00,4.857472569768013781e-01,-1.337650763052301350e+00,-1.126557945400749938e+00,2.998027556992711062e+00,1.157205032900896935e+00
0.000000000000000000e+00,-1.138676629546414298e-01,2.870601491096021807e+00,1.463404808296375315e+00,3.289554079846647383e+00,1.458934772519021039e-01,2.915627815339824735e+00,-8.220293825374027641e-01,1.183801333446090620e+00,1.956340173362895563e+00,-5.017243204610304375e-01,2.021559872756560627e-01,-5.055019363513260089e-01
0.000000000000000000e+00,-1.510522288157457371e+00,1.095070311525933038e+00,1.505560349417871535e+00,8.855528974248627616e-01,-1.308992602834673225e+00,1.125854754747777076e+00,-4.657527981200950129e-01,2.893633885577186593e+00,1.050596395444334696e+00,-2.347089932114861277e+00,4.013742227957594721e+00,-4.491758944120652686e+00
1.000000000000000000e+00,-3.338652124444773328e+00,1.043302784824548635e+00,1.992488339805008168e+00,4.023390017774183036e+00,-3.192101731698305578e+00,1.154314162847926539e+00,-5.598431495445681527e+00,2.537449505244872672e+00,-2.338572207706050232e+00,-3.872236471677009906e+00,2.310122999884463901e+00,4.564507494458331038e+00
1.000000000000000000e+00,-5.212401035795608539e-01,8.089241203554193849e-01,9.597868879665200081e-01,1.106752828514616427e+00,-8.635893781962089566e-01,8.083839878486093200e-01,-2.396806001173351408e+00,1.087010095223505557e+00,-1.746068757533788540e+00,-1.034192903507018180e+01,7.571981118738263516e-01,-4.933281071464815426e+00
0.000000000000000000e+00,-1.390542733726829239e+00,-1.060906606634969551e-01,1.214377936874433184e+00,4.025963366505331820e+00,-1.411163226701322326e+00,-6.505682733877798940e-02,-1.151151863923940200e+00,4.075581929017814131e-01,-1.114148061026536851e+00,-4.152605774773232561e+00,1.061735858228457952e+00,-3.904611705278790978e+00
0.000000000000000000e+00,-5.132850019992970525e-01,1.777724886685634109e+00,1.627576671799661368e+00,1.171415837863188480e+00,-6.775241958542413956e-01,1.786693001130141845e+00,-1.394247934010956591e+00,1.458615608771086869e+00,-1.644505957912756999e+00,-3.012899821286660451e+00,2.636064155734889614e+00,2.103537838155730810e+00
1.000000000000000000e+00,3.953519139901081475e-02,6.362865427778521266e-01,6.674307410703347321e-01,6.961653285950119008e-01,1.222222634055675494e-01,6.962491991791236456e-01,-3.452881610752677743e-01,9.632330400410485383e-02,-3.097365725165219796e-01,-8.923749470059775257e-01,3.916376065081595415e-01,7.637637704288667839e-01
1.000000000000000000e+00,-4.518407472562513405e-01,1.044668212707728472e+00,1.656740457069910022e+00,1.309784868341850705e+00,-2.947552728105957143e-01,1.137791520704471759e+00,-7.823062505120239152e+00,2.408340735231845997e+00,4.383958476152024275e+00,-1.542695526674241258e+00,2.972130967632667709e+00,1.472444484003425647e+00
1.000000000000000000e+00,6.501799432673673962e-04,6.066626943558459661e-01,8.311419593841837816e-01,2.142503656305481674e-01,1.296743122090419087e-01,7.138002914968105683e-01,-4.167693779669648935e-01,1.331818869805072303e-01,2.763817447698965202e-01,-3.784498985444645358e-01,6.814145736449012114e-02,-2.463056232706794524e-01
0.000000000000000000e+00,-2.471452976388346656e-01,5.857657111002400052e-01,1.265250393972025433e+00,7.158158435504013983e-01,-2.900176580735445708e-01,5.563631156442110370e-01,-2.641100724365291530e+00,1.273960806471257368e-01,-9.345114524367281739e-01,-1.545537366930261891e+00,1.524109817130626099e-01,4.659977965761941121e-01
0.000000000000000000e+00,-3.931247825744384361e+00,1.030954567446234149e+00,3.008567318427750159e+00,1.350361611478003043e+00,-3.639123500873269634e+00,9.125272128691166440e-01,-8.151447353826823061e+00,1.460183078215987029e+00,-5.021273111631431973e+00,-4.491437620433625710e+00,6.428243955749588956e+00,-2.729485157249836202e+00
1.000000000000000000e+00,-4.449542414106614774e-01,1.044193281270098028e+00,1.905470433091586813e+00,3.174093935829186641e+00,-2.427932492533302067e-01,1.128282571552526869e+00,-1.589536186028518205e+00,6.736822332160814497e-01,-1.379096499257161712e+00,-2.827629402445838713e-02,2.827259988585081318e-01,1.918754216103224775e-01
