winner,head_ty_max,head_ty_min,head_rx_max,head_ry_max,chest_ty_min,chest_ty_max,hand_L_ty_min,hand_L_ty_max,hand_L_y_vel_max,hand_R_ty_min,hand_R_ty_max,hand_R_y_vel_max
1.000000000000000000e+00,-4.112712282355494686e+00,3.395062763468390976e+00,3.157829676542615260e+00,1.727703072527521089e+00,-4.139005885090399239e+00,1.760584011974048568e+00,-1.241613736190352135e+01,5.212397049130097493e+00,-1.030822550643423696e+01,-1.433382603324891535e+00,4.973679194844728535e+00,3.294862129955923979e+00
0.000000000000000000e+00,-7.506037212944239867e-01,6.366733450693318197e-01,1.724736870389575127e+00,2.605230402893575548e+00,-7.601618902525139054e-01,6.612410955006984281e-01,-4.758741714000743528e+00,2.439173961444915051e+00,-2.988793835948454714e+00,-2.392132609646496100e+00,1.571294551723110278e+00,-1.931548867381917667e+00
1.000000000000000000e+00,-9.821797228023458892e-01,1.020623315184322921e+00,3.505881264063528846e+00,3.268943363692239590e+00,-1.010690690679028725e+00,9.816075703823902154e-01,-1.232870827155390314e+00,9.048522757586841436e+00,5.926288546558249770e+00,-4.496862557246789294e+00,2.961034370429146412e-01,-1.882355084013926927e+00
0.000000000000000000e+00,-3.043712867079539919e+00,1.272873935645249865e+00,5.555432103662522714e+00,2.250092730018082410e+00,-2.930133599993996807e+00,1.410918354004127018e+00,-1.907850161099766595e+01,4.604111472577232078e+00,-1.396369819841027038e+01,-4.623621334850299469e+00,3.117589360994473591e+00,-4.622091442461266020e+00
1.000000000000000000e+00,-6.697294765664900673e-01,2.987549808517251382e+00,1.449137739017844817e+00,1.453847844009305446e+00,-6.010717910141186726e-01,3.163449837223727634e+00,-2.225632859452756129e+00,3.843682988235584741e+00,-2.199855242914876552e+00,-3.393639999955475606e+00,1.098820900306112680e+00,-1.919250421539920204e+00
1.000000000000000000e+00,-3.042245096350660871e-01,3.667785310539645405e+00,1.463643240345926300e+00,1.515365486623508673e+00,-3.008282968451500561e-01,3.792635552454177272e+00,-2.738441676179083073e-01,9.313610826246851992e-01,-5.897301680195885520e-01,-1.733140126886703491e+00,1.947732748359082278e+00,-2.208304924035382477e+00
1.000000000000000000e+00,-1.021958095052614368e+00,3.230020523444037561e+00,1.872371023771836507e+00,2.672410803483805886e+00,-1.162328974565507655e+00,3.252194183687488582e+00,-6.358367316247582890e-01,9.986029844626449492e-01,7.929433574652210437e-01,-3.125739066494317986e-01,5.548539855140625088e-01,-6.618551306429560910e-01
1.000000000000000000e+00,-1.255104962216282649e+00,2.207184289212658523e+00,1.542645253873524469e+00,2.490484724570451114e+00,-8.941713960853763243e-01,2.210341098875435062e+00,-9.051285341924925065e-01,3.000527512920293294e+00,1.259212359149315619e+00,-3.980300481743874741e+00,1.754549599810579119e+00,-2.370828566752426703e+00
1.000000000000000000e+00,-9.134163455493390371e-01,5.328798385688040540e+00,2.363226183473195796e+00,3.843497998339574284e+00,-8.515236098770780915e-01,5.619946926509048701e+00,-1.582772816640043212e+00,9.868938160767949386e-01,-1.206864366935702648e+00,-5.702669164121496603e-01,2.337226078016359843e+00,9.886892918257708107e-01
1.000000000000000000e+00,-1.249885634392357447e+00,6.497066375789824377e+00,6.349009670714223397e+00,3.016736056411373657e+00,-8.646874572446211493e-01,6.443926790153727602e+00,-1.694849009805582174e+00,6.706021619678223189e+00,5.566775122437656265e+00,-7.688395862018722937e+00,1.981172851656671785e+00,6.916011418314440107e+00
