id,EDA_mean,BVP_mean,HR_mean,EDA_std,BVP_std,HR_std,head_ty_max,head_ty_min,head_rx_max,head_ry_max,chest_ty_min,chest_ty_max,hand_L_ty_min,hand_L_ty_max,hand_L_y_vel_max,hand_R_ty_min,hand_R_ty_max,hand_R_y_vel_max,player,winner
1,0.2218086628658955,-14.849536871172813,7.834214092140861,0.3082879837812974,67.68629598741424,0.005000000000002558,-9.596611869393675276e-01,6.057721979102913545e-01,3.318758501952260520e+00,2.641432153557539131e+00,-8.859961041233958001e-01,7.385168153562986504e-01,-5.233111981776789046e-01,1.263442611859767917e+00,1.209487084910464638e+00,-1.698958337508667205e+00,1.681833082741476471e+00,-1.273195639026131198e+00,michal,1
2,-0.11561183713410446,18.537728753827178,7.419214092140862,0.11027186803050677,61.373613734781912,0.090000000000003411,-9.042723080260688384e-01,5.539453047792004536e-01,1.516933340818102272e+00,8.892274632588926808e-01,-8.227211286495517140e-01,2.715498567367340410e-01,-7.886054017270316407e-01,8.203097793779923208e-01,8.988976246077469145e-01,-8.686161383790673707e-01,2.015685307412716121e+00,1.193700918350962592e+00,michal,0
3,-0.21627158713410446,25.41147875382718,5.269214092140871,0.077669197456263175,54.704609559038403,0.14000000000000057,-1.757783467872233052e+00,3.204834490326309737e+00,1.679421376990507753e+00,4.441658937343496150e-01,-2.042193277869783774e+00,2.424028632055390542e+00,-1.033891318832658834e+00,1.911176308943512092e+00,1.345257600064317050e+00,-1.820696629557113866e+00,5.053074895644812159e+00,2.450383161294812151e+00,michal,0
4,-0.009030962134104453,9.398275628827182,1.35921409214086,0.057813504394383305,54.620819245169031,0.21999999999999886,-7.863112122053598219e-01,9.584087903486461224e-01,1.662724732091717117e+00,3.071666588229193806e+00,-8.497643102802562298e-01,1.082541828557442631e+00,-1.052117747718088470e-01,8.602571992016979641e-01,4.893270790638334922e-01,-4.166739300961639914e-01,5.456693018493131930e+00,2.004060628112778186e+00,michal,0
5,0.02809641286589551,17.331635003827188,-2.8407859078591287,0.059744343119244384,54.28073166041375,0.21999999999999886,-1.361393816742453522e+00,3.036564371495487635e-01,1.643239700830040340e+00,3.930430481989384828e-01,-1.294847197979204667e+00,3.971050771880444419e-01,-9.077330795394440432e-01,3.865587125443690764e-01,-8.988284715440012507e-01,-4.436586114461247288e-01,5.377491591307641539e-01,5.988986323329734685e-01,michal,0
6,0.07540466286589553,7.884916253827183,-8.220785907859131,0.1496333462841338,84.66986987369657,0.14999999999999858,-8.921615563665643567e-01,3.226536946546484375e-01,3.575343077499207656e+00,7.940079312992253113e-01,-7.210731597894793898e-01,4.966961456996403790e-01,-7.093559906745793286e-01,6.180140169008770945e-01,-6.544184932458183557e-01,-3.985731998168261514e-01,1.230620536145929700e+00,1.046974913781110184e+00,michal,1
7,0.1458797878658955,-8.505161871172827,-12.340785907859136,0.028288555846125774,89.672720862797831,0.050000000000004263,-3.066694509973384442e+00,-3.084114530927768438e-01,2.239728375877798605e+00,8.305517348444032555e-01,-3.266976276350413322e+00,-2.109450135298835405e-01,-4.857149825213235572e-01,4.305861631290648361e-01,-4.240696379092399049e-01,-6.641444518501673500e-01,2.052590827494280123e+00,8.881518864998190210e-01,michal,0
8,0.14379891286589552,-3.3621931211728207,-11.415785907859131,0.049924667410008845,53.945815557427679,0.075000000000002842,-5.496766234075013413e-01,5.323359243671592633e-01,9.178759832733124346e-01,3.142309373302279329e+00,-4.150333636793510084e-01,5.178383837076915297e-01,-1.181901926269481429e+00,1.905206094440142328e+00,1.813008923239524561e+00,-3.065462196342516599e-01,7.482757575565006647e-01,6.604334346333817773e-01,michal,0
9,0.21431216286589552,5.328510003827184,-8.255785907859135,0.057635291685628684,62.272644349484175,0.16500000000000625,-4.705411726128292949e-01,8.647285642766369129e-01,1.543264288299071474e+00,3.022830955310093159e+00,-6.082133980463558798e-01,7.071406551226649961e-01,-4.152941126070588407e-01,1.215796150939052689e+00,6.013089402892011215e-01,-1.219967442464631402e+00,3.895588238934760028e+00,2.199213126775088512e+00,michal,0
10,0.15108716286589552,0.8745256288271768,-4.255785907859135,0.17879250412821424,135.84579718484804,0.16500000000000625,-2.741307108768899159e+00,4.681608138577486034e-01,2.023256367024617752e+00,1.056086096861998724e+00,-3.329020483582964207e+00,4.604474920175795627e-01,-2.071433907328165402e-01,1.522443886608271457e+00,6.553405340957596525e-01,-1.019604903332950396e+00,7.548991506447124245e+00,3.287804358899994561e+00,michal,0
11,0.2700030378658955,27.418431878827178,-1.400785907859131,0.0091594892248080418,46.401465728168674,0.15999999999999659,-1.053460145870779296e+00,6.343868170273458951e-01,2.060795046190963209e+00,1.552958176748759911e+00,-9.733637894166297100e-01,5.930501251382362948e-01,-1.149399986309051380e+00,1.777618691829518704e+00,2.065993881442161229e+00,-8.256941096473698893e-01,1.117419434546067653e-01,8.725217650917060919e-01,michal,1
12,0.21565328786589558,11.28827562882718,3.8842140921408657,0.013942939700234478,30.755196050032389,0.17499999999999716,-1.479889210430489044e+00,3.485968244350497458e-01,1.101415556186434497e+00,9.427846387469709377e-01,-1.431496192441117365e+00,4.329659545748985594e-01,-2.661754439403975603e+00,5.820774747744158484e-01,1.784748371188824567e+00,-2.471631661172625005e+00,2.503136586411929820e-01,1.062182599475490097e+00,michal,0
13,0.21397953786589555,-23.572114996172818,5.564214092140865,0.090654926191213486,148.56410441097,0.024999999999998579,-6.780420886500935218e+00,7.058383413390333094e-02,1.273151838770797628e+00,8.033584842716483543e-01,-5.210157011292738005e+00,1.545762942966696918e-01,-1.706796731119799571e+00,4.857472569768013781e-01,-1.337650763052301350e+00,-1.126557945400749938e+00,2.998027556992711062e+00,1.157205032900896935e+00,michal,1
14,0.2237044128658955,43.74226000382719,7.194214092140868,0.027985847490294116,114.27991165771915,0.064999999999997726,-1.138676629546414298e-01,2.870601491096021807e+00,1.463404808296375315e+00,3.289554079846647383e+00,1.458934772519021039e-01,2.915627815339824735e+00,-8.220293825374027641e-01,1.183801333446090620e+00,1.956340173362895563e+00,-5.017243204610304375e-01,2.021559872756560627e-01,-5.055019363513260089e-01,michal,0
15,0.38730603786589557,-19.074849371172824,8.584214092140861,0.073225011622459812,60.399708018374014,0.054999999999999716,-1.510522288157457371e+00,1.095070311525933038e+00,1.505560349417871535e+00,8.855528974248627616e-01,-1.308992602834673225e+00,1.125854754747777076e+00,-4.657527981200950129e-01,2.893633885577186593e+00,1.050596395444334696e+00,-2.347089932114861277e+00,4.013742227957594721e+00,-4.491758944120652686e+00,michal,0
16,0.21927303786589558,-25.86742749617282,10.57421409214087,0.13598553052111598,66.309655452656372,0.11500000000000199,-3.338652124444773328e+00,1.043302784824548635e+00,1.992488339805008168e+00,4.023390017774183036e+00,-3.192101731698305578e+00,1.154314162847926539e+00,-5.598431495445681527e+00,2.537449505244872672e+00,-2.338572207706050232e+00,-3.872236471677009906e+00,2.310122999884463901e+00,4.564507494458331038e+00,michal,1
