id,EDA_mean,BVP_mean,HR_mean,EDA_std,BVP_std,HR_std,player,win(1) lose(0)
1,-0.12650558713410448,-10.48625562117282,7.769214092140864,0.33105900214198974,119.16237337069805,0.045276925690686705,michal,1
2,-0.36670121213410434,1.1896428163271855,7.5367140921408655,0.2186094949990379,71.059892466115073,0.032691742076554384,michal,0
3,-0.16362121213410447,-2.16731030867282,5.539214092140863,0.1287289930303557,211.97065696263212,0.084557672626434585,michal,0
4,0.03321735036589554,6.094095941327186,2.1967140921408657,0.041666978389620392,107.44033655506603,0.45074244308696187,michal,0
5,0.000571037865895567,11.82726000382718,-2.0407859078591315,0.13125616201529122,77.621985080717266,0.43382023926967678,michal,0
6,0.08885922536589552,-2.171724371172818,-7.610785907859135,0.18266336305712716,64.409872566835034,0.34662660024873804,michal,1
7,0.14491941286589546,17.86933031632717,-12.340785907859136,0.029190196162410444,185.338150273,0.10700467279516111,michal,0
8,0.14235885036589555,4.354681878827178,-11.593285907859137,0.080483972242512941,104.59536004532646,0.062599920127745665,michal,0
9,0.25047910036589555,1.8454631288271812,-8.865785907859134,0.093471441706289862,60.523551101479079,0.33094561486745278,michal,0
10,0.08072272536589555,10.413822503827184,-4.933285907859137,0.25617939160923414,125.57915908651005,0.38127254031729024,michal,0
11,0.17287772536589552,-20.865591558672822,-2.015785907859133,0.18033635108638618,158.18153463184254,0.33544746235439338,michal,1
12,-0.0828136496341044,-8.415044683672834,3.166714092140868,0.49552479610547351,177.17029793670935,0.4328611209152432,michal,0
13,-0.30356558713410453,23.186635003827185,5.431714092140865,0.45489810479779424,116.33725573761225,0.099592921435210827,michal,1
14,-0.3642918371341045,4.100463128827164,6.851714092140867,0.66547362206030558,184.7180532268932,0.20944868106531844,michal,0
15,0.28848678786589554,-1.3591853086728176,8.331714092140864,0.11656942216275834,67.717470609279914,0.14669270602180301,michal,0
16,0.19406803786589558,1.7399943788271828,10.196714092140866,0.079518049929618959,78.421036869112555,0.19343926695477207,michal,1
17,0.13795410036589553,-4.790513433672813,11.634214092140866,0.3348507998165412,126.22417265349382,0.22197972880423442,michal,1
18,0.03697822536589554,9.869017816327176,14.011714092140863,0.20173099724314769,120.96043138522346,0.23625992042663371,michal,0
19,-0.05126921213410446,-31.203325933672854,16.441714092140863,0.18277683830079339,149.09469385074277,0.071545440106273644,michal,0
20,0.5110904128658955,-11.754575933672808,16.801714092140866,0.10822772388290812,136.20177057292838,0.15465687828221841,michal,1
21,-0.10196158713410446,-20.6655134336728,14.609214092140867,0.50337140818559611,146.85084529021154,0.21494185260205162,michal,1
22,0.22341103786589556,-16.63172437117283,13.111714092140861,0.11864707199920432,205.75734642036701,0.1565846416478951,michal,1
23,0.1337174128658955,7.8339006288271715,9.004214092140863,0.095021372907625357,197.09669670778072,0.32905166767546085,michal,0
24,-0.24883858713410453,5.851283441327184,-0.8882859078591352,0.6621921936365982,93.554968251658266,0.91570669430773488,michal,0
25,0.34825841286589554,-7.33055249617281,-8.960785907859137,0.088456552845874559,88.369171985607494,0.39862262855989689,michal,1
26,-0.008289024634104483,-16.646450933672817,-14.138285907859135,0.44041851437517204,138.75963644859809,0.60275928031014325,michal,0
27,0.25130985036589554,-4.273599371172808,-21.740785907859134,0.29515898331862372,130.82612871399493,0.44294469180699969,michal,1
28,-0.29879564963410443,15.65378344132719,-23.550785907859137,0.72588565487952106,158.5055043097332,0.11811011811018164,michal,0
29,0.0027147846854305006,-5.455732868905846,-4.886736842105293,0.0074819446354102183,121.14930086538222,0.29209373495506707,thomas,0
30,0.0017540346854305006,-23.601787556405846,-6.884236842105288,0.0099443689685969391,116.99702077932886,0.17698870020427659,thomas,1
31,-0.0047302778145695,12.437314006094148,-8.024236842105289,0.00096075000000000034,200.32596165848847,0.073654599313282679,thomas,1
32,-0.0032893403145694993,7.18911088109416,-7.474236842105288,0.0020689470062917876,268.77030048600949,0.17240939649566719,thomas,1
33,-0.0017683403145694995,6.595829631094173,-5.7617368421052895,0.0039858420960750245,266.88444268748299,0.11840080236214778,thomas,1
